TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),Executed At
WEB-FI-00055,UI/UX,Dashboard,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:42:16.581Z
WEB-FI-00056,UI/UX,Dashboard,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:42:36.761Z
WEB-FI-00057,UI/UX,Sleep Tracker,element_present_overview_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:42:57.150Z
WEB-FI-00058,UI/UX,Sleep Tracker,element_present_calendar_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:43:17.333Z
WEB-FI-00059,UI/UX,Sleep Tracker,element_present_log_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:43:37.520Z
WEB-FI-00060,UI/UX,Sleep Tracker,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:43:57.714Z
WEB-FI-00061,UI/UX,Sleep Tracker,element_present_log_sleep_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:44:17.898Z
WEB-FI-00062,UI/UX,Sleep Tracker,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:44:38.075Z
WEB-FI-00063,UI/UX,Sleep Tracker,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:44:58.253Z
WEB-FI-00064,UI/UX,Sleep Tracker,element_present_sleep_duration_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:45:18.429Z
WEB-FI-00065,UI/UX,Sleep Tracker,element_present_sleep_quality_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:45:38.602Z
WEB-FI-00066,UI/UX,Recommendations,element_present_filter_all,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:45:59.012Z
WEB-FI-00067,UI/UX,Recommendations,element_present_filter_sleep,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:46:19.186Z
WEB-FI-00068,UI/UX,Recommendations,element_present_filter_phone,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:46:39.359Z
WEB-FI-00069,UI/UX,Recommendations,element_present_filter_activity,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:46:59.537Z
WEB-FI-00070,UI/UX,Recommendations,element_present_filter_mental_health,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:47:19.708Z
WEB-FI-00071,UI/UX,Recommendations,element_present_filter_social,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:47:39.877Z
WEB-FI-00072,UI/UX,Recommendations,element_present_filter_nutrition,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:48:00.052Z
WEB-FI-00073,UI/UX,Recommendations,element_present_sort_toggle,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:48:20.224Z
WEB-FI-00074,UI/UX,Recommendations,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:48:40.393Z
WEB-FI-00075,UI/UX,Recommendations,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:49:00.561Z
WEB-FI-00076,UI/UX,Recommendations,element_present_overall_progress_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:49:20.730Z
WEB-FI-00077,UI/UX,Recommendations,element_present_high_priority_label,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:49:40.903Z
WEB-FI-00078,UI/UX,Analytics,element_present_range_7d,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:50:01.309Z
WEB-FI-00079,UI/UX,Analytics,element_present_range_30d,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:50:21.484Z
WEB-FI-00080,UI/UX,Analytics,element_present_export_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:50:41.659Z
WEB-FI-00081,UI/UX,Analytics,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:51:01.844Z
WEB-FI-00082,UI/UX,Analytics,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:51:22.016Z
WEB-FI-00083,UI/UX,Analytics,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:51:42.190Z
WEB-FI-00084,UI/UX,Analytics,element_present_burnout_score_trend_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:52:02.370Z
WEB-FI-00085,UI/UX,Analytics,element_present_all_metrics_overlay_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:52:22.546Z
WEB-FI-00086,UI/UX,Analytics,element_present_burnout_records_region,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:52:42.726Z
WEB-FI-00087,UI/UX,Analytics,element_present_analytics_dashboard_label,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:53:02.909Z
WEB-FI-00088,UI/UX,Wellness Chat,element_present_message_input,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:53:23.303Z
WEB-FI-00089,UI/UX,Wellness Chat,element_present_send_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:53:43.479Z
WEB-FI-00090,UI/UX,Wellness Chat,element_present_new_chat_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:54:03.661Z
WEB-FI-00091,UI/UX,Wellness Chat,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:54:23.846Z
WEB-FI-00092,UI/UX,Wellness Chat,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:54:44.025Z
WEB-FI-00093,UI/UX,Wellness Chat,element_present_coach_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:55:04.208Z
WEB-FI-00094,UI/UX,Wellness Chat,element_present_starter_prompt_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:55:24.385Z
WEB-FI-00095,UI/UX,Profile,element_present_profile_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:55:44.768Z
WEB-FI-00096,UI/UX,Profile,element_present_notifications_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:56:04.945Z
WEB-FI-00097,UI/UX,Profile,element_present_privacy_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:56:25.120Z
WEB-FI-00098,UI/UX,Profile,element_present_edit_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:56:45.298Z
WEB-FI-00099,UI/UX,Profile,element_present_sign_out_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:57:05.479Z
WEB-FI-00100,UI/UX,Profile,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:57:25.653Z
WEB-FI-00101,UI/UX,Profile,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:57:45.827Z
WEB-FI-00102,UI/UX,Profile,element_present_personal_information_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:58:06.007Z
WEB-FI-00103,UI/UX,Phone Usage,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:58:26.440Z
WEB-FI-00104,UI/UX,Phone Usage,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:58:46.618Z
WEB-FI-00105,UI/UX,Phone Usage,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:59:06.795Z
WEB-FI-00106,UI/UX,Phone Usage,element_present_log_usage_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:59:26.988Z
WEB-FI-00107,UI/UX,Phone Usage,element_present_app_usage_breakdown_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T07:59:47.168Z
WEB-FI-00108,UI/UX,Phone Usage,element_present_screen_time_trend_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:00:07.356Z
WEB-FI-00109,UI/UX,Phone Usage,element_present_late_night_pattern_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:00:27.532Z
WEB-FI-00110,UI/UX,Emotion Analysis,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:00:47.919Z
WEB-FI-00111,UI/UX,Emotion Analysis,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:01:08.092Z
WEB-FI-00112,UI/UX,Emotion Analysis,element_present_current_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:01:28.268Z
WEB-FI-00113,UI/UX,Emotion Analysis,element_present_history_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:01:48.444Z
WEB-FI-00114,UI/UX,Emotion Analysis,element_present_trends_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:02:08.617Z
WEB-FI-00115,UI/UX,Emotion Analysis,element_present_emotion_detection_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:02:28.789Z
WEB-FI-00116,UI/UX,Emotion Analysis,element_present_refresh_data_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:02:48.963Z
WEB-FI-00117,UI/UX,Emotion Analysis,element_present_log_happy_emotion_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:03:09.137Z
WEB-FI-00118,UI/UX,Activity Tracker,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:03:29.571Z
WEB-FI-00119,UI/UX,Activity Tracker,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:03:49.745Z
WEB-FI-00120,UI/UX,Activity Tracker,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:04:09.924Z
WEB-FI-00121,UI/UX,Activity Tracker,element_present_log_activity_button,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:04:30.100Z
WEB-FI-00122,UI/UX,Activity Tracker,element_present_todays_progress_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:04:50.280Z
WEB-FI-00123,UI/UX,Activity Tracker,element_present_activity_summary_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:05:10.457Z
WEB-FI-00124,UI/UX,Activity Tracker,element_present_activity_heatmap_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:05:30.630Z
WEB-FI-00125,UI/UX,Activity Tracker,element_present_activity_log_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:05:50.802Z
WEB-FI-00126,Functional,Phone Usage,page_loads_with_content,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,287 chars rendered,2026-07-28T08:05:51.517Z
WEB-FI-00127,Functional,Emotion Analysis,page_loads_with_content,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,287 chars rendered,2026-07-28T08:05:52.221Z
WEB-FI-00128,Functional,Activity Tracker,page_loads_with_content,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,287 chars rendered,2026-07-28T08:05:52.924Z
WEB-FI-00129,Functional,Sleep Tracker,tab_switching_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:06:13.307Z
WEB-FI-00130,Functional,Sleep Tracker,log_sleep_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:06:33.674Z
WEB-FI-00131,Functional,Recommendations,category_filters_clickable,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:06:54.047Z
WEB-FI-00132,Functional,Analytics,range_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:07:14.452Z
WEB-FI-00133,E2E,Wellness Chat,send_message_gets_real_reply,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:07:34.836Z
WEB-FI-00134,Functional,Profile,tab_switching_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:07:55.212Z
WEB-FI-00135,Functional,Phone Usage,log_usage_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:08:15.596Z
WEB-FI-00136,Functional,Activity Tracker,log_activity_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:08:36.011Z
WEB-FI-00137,Functional,Emotion Analysis,tab_switching_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:08:56.387Z
WEB-FI-00138,UI/UX,Sidebar,mobile_menu_open_close,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:09:17.299Z
WEB-FI-00139,UI/UX,Sidebar,collapse_expand_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:09:37.717Z
WEB-FI-00140,Functional,Header,notifications_dropdown_mark_all_read,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:09:58.070Z
WEB-FI-00141,Functional,Profile,edit_cancel_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:10:18.470Z
WEB-FI-00142,UI/UX,Profile,notifications_tab_shows_settings_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:10:38.849Z
WEB-FI-00143,UI/UX,Profile,privacy_tab_shows_data_privacy_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:10:59.219Z
WEB-FI-00144,UI/UX,Sleep Tracker,calendar_tab_shows_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:11:19.605Z
WEB-FI-00145,Functional,Analytics,export_modal_open_close,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:11:39.992Z
WEB-FI-00146,E2E,Wellness Chat,starter_prompt_click_sends_message,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-28T08:12:00.372Z
WEB-FI-00147,Compatibility,Dashboard,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:01.509Z
WEB-FI-00148,Compatibility,Dashboard,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:02.450Z
WEB-FI-00149,Compatibility,Dashboard,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:02.904Z
WEB-FI-00150,Compatibility,Dashboard,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T08:12:03.360Z
WEB-FI-00151,Compatibility,Dashboard,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T08:12:03.803Z
WEB-FI-00152,Compatibility,Sleep Tracker,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:04.926Z
WEB-FI-00153,Compatibility,Sleep Tracker,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:05.869Z
WEB-FI-00154,Compatibility,Sleep Tracker,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:06.327Z
WEB-FI-00155,Compatibility,Sleep Tracker,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T08:12:06.787Z
WEB-FI-00156,Compatibility,Sleep Tracker,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T08:12:07.234Z
WEB-FI-00157,Compatibility,Phone Usage,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:08.386Z
WEB-FI-00158,Compatibility,Phone Usage,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:09.325Z
WEB-FI-00159,Compatibility,Phone Usage,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:09.782Z
WEB-FI-00160,Compatibility,Phone Usage,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T08:12:10.237Z
WEB-FI-00161,Compatibility,Phone Usage,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T08:12:10.680Z
WEB-FI-00162,Compatibility,Emotion Analysis,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:11.829Z
WEB-FI-00163,Compatibility,Emotion Analysis,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:12.767Z
WEB-FI-00164,Compatibility,Emotion Analysis,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:13.224Z
WEB-FI-00165,Compatibility,Emotion Analysis,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T08:12:13.680Z
WEB-FI-00166,Compatibility,Emotion Analysis,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T08:12:14.128Z
WEB-FI-00167,Compatibility,Activity Tracker,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:15.269Z
WEB-FI-00168,Compatibility,Activity Tracker,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:16.211Z
WEB-FI-00169,Compatibility,Activity Tracker,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:16.667Z
WEB-FI-00170,Compatibility,Activity Tracker,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T08:12:17.122Z
WEB-FI-00171,Compatibility,Activity Tracker,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T08:12:17.569Z
WEB-FI-00172,Compatibility,Recommendations,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:18.723Z
WEB-FI-00173,Compatibility,Recommendations,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:19.662Z
WEB-FI-00174,Compatibility,Recommendations,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:20.117Z
WEB-FI-00175,Compatibility,Recommendations,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T08:12:20.572Z
WEB-FI-00176,Compatibility,Recommendations,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T08:12:21.016Z
WEB-FI-00177,Compatibility,Analytics,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:22.138Z
WEB-FI-00178,Compatibility,Analytics,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:23.078Z
WEB-FI-00179,Compatibility,Analytics,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:23.536Z
WEB-FI-00180,Compatibility,Analytics,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-28T08:12:23.994Z
WEB-FI-00181,Compatibility,Analytics,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-28T08:12:24.441Z
WEB-FI-00182,Compatibility,Wellness Chat,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-28T08:12:25.571Z
WEB-FI-00183,Compatibility,Wellness Chat,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-28T08:12:26.513Z
WEB-FI-00184,Compatibility,Wellness Chat,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — firefox real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-28T08:12:26.979Z
