TestID,Category,Module / Page,Test Case,Method,Environment,Status,Observed Result (evidence),Executed At
WEB-CH-00056,UI/UX,Dashboard,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:53:01.073Z
WEB-CH-00057,UI/UX,Sleep Tracker,element_present_overview_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:53:21.594Z
WEB-CH-00058,UI/UX,Sleep Tracker,element_present_calendar_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:53:41.965Z
WEB-CH-00059,UI/UX,Sleep Tracker,element_present_log_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:54:02.340Z
WEB-CH-00060,UI/UX,Sleep Tracker,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:54:22.710Z
WEB-CH-00061,UI/UX,Sleep Tracker,element_present_log_sleep_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:54:43.083Z
WEB-CH-00062,UI/UX,Sleep Tracker,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:55:03.451Z
WEB-CH-00063,UI/UX,Sleep Tracker,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:55:23.824Z
WEB-CH-00064,UI/UX,Sleep Tracker,element_present_sleep_duration_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:55:44.200Z
WEB-CH-00065,UI/UX,Sleep Tracker,element_present_sleep_quality_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:56:04.571Z
WEB-CH-00066,UI/UX,Recommendations,element_present_filter_all,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:56:25.079Z
WEB-CH-00067,UI/UX,Recommendations,element_present_filter_sleep,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:56:45.453Z
WEB-CH-00068,UI/UX,Recommendations,element_present_filter_phone,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:57:05.826Z
WEB-CH-00069,UI/UX,Recommendations,element_present_filter_activity,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:57:26.198Z
WEB-CH-00070,UI/UX,Recommendations,element_present_filter_mental_health,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:57:46.576Z
WEB-CH-00071,UI/UX,Recommendations,element_present_filter_social,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:58:06.947Z
WEB-CH-00072,UI/UX,Recommendations,element_present_filter_nutrition,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:58:27.322Z
WEB-CH-00073,UI/UX,Recommendations,element_present_sort_toggle,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:58:47.693Z
WEB-CH-00074,UI/UX,Recommendations,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:59:08.054Z
WEB-CH-00075,UI/UX,Recommendations,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:59:28.417Z
WEB-CH-00076,UI/UX,Recommendations,element_present_overall_progress_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T21:59:48.787Z
WEB-CH-00077,UI/UX,Recommendations,element_present_high_priority_label,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:00:09.163Z
WEB-CH-00078,UI/UX,Analytics,element_present_range_7d,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:00:29.837Z
WEB-CH-00079,UI/UX,Analytics,element_present_range_30d,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:00:50.208Z
WEB-CH-00080,UI/UX,Analytics,element_present_export_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:01:10.585Z
WEB-CH-00081,UI/UX,Analytics,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:01:30.957Z
WEB-CH-00082,UI/UX,Analytics,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:01:51.321Z
WEB-CH-00083,UI/UX,Analytics,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:02:11.688Z
WEB-CH-00084,UI/UX,Analytics,element_present_burnout_score_trend_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:02:32.070Z
WEB-CH-00085,UI/UX,Analytics,element_present_all_metrics_overlay_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:02:52.448Z
WEB-CH-00086,UI/UX,Analytics,element_present_burnout_records_region,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:03:12.816Z
WEB-CH-00087,UI/UX,Analytics,element_present_analytics_dashboard_label,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:03:33.187Z
WEB-CH-00088,UI/UX,Wellness Chat,element_present_message_input,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:03:53.707Z
WEB-CH-00089,UI/UX,Wellness Chat,element_present_send_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:04:14.077Z
WEB-CH-00090,UI/UX,Wellness Chat,element_present_new_chat_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:04:34.454Z
WEB-CH-00091,UI/UX,Wellness Chat,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:04:54.821Z
WEB-CH-00092,UI/UX,Wellness Chat,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:05:15.187Z
WEB-CH-00093,UI/UX,Wellness Chat,element_present_coach_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:05:35.568Z
WEB-CH-00094,UI/UX,Wellness Chat,element_present_starter_prompt_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:05:55.957Z
WEB-CH-00095,UI/UX,Profile,element_present_profile_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:06:16.490Z
WEB-CH-00096,UI/UX,Profile,element_present_notifications_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:06:36.879Z
WEB-CH-00097,UI/UX,Profile,element_present_privacy_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:06:57.259Z
WEB-CH-00098,UI/UX,Profile,element_present_edit_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:07:17.646Z
WEB-CH-00099,UI/UX,Profile,element_present_sign_out_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:07:38.037Z
WEB-CH-00100,UI/UX,Profile,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:07:58.420Z
WEB-CH-00101,UI/UX,Profile,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:08:18.788Z
WEB-CH-00102,UI/UX,Profile,element_present_personal_information_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:08:39.162Z
WEB-CH-00103,UI/UX,Phone Usage,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:08:59.657Z
WEB-CH-00104,UI/UX,Phone Usage,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:09:20.021Z
WEB-CH-00105,UI/UX,Phone Usage,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:09:40.387Z
WEB-CH-00106,UI/UX,Phone Usage,element_present_log_usage_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:10:00.755Z
WEB-CH-00107,UI/UX,Phone Usage,element_present_app_usage_breakdown_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:10:21.128Z
WEB-CH-00108,UI/UX,Phone Usage,element_present_screen_time_trend_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:10:41.496Z
WEB-CH-00109,UI/UX,Phone Usage,element_present_late_night_pattern_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:11:01.869Z
WEB-CH-00110,UI/UX,Emotion Analysis,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:11:22.505Z
WEB-CH-00111,UI/UX,Emotion Analysis,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:11:42.868Z
WEB-CH-00112,UI/UX,Emotion Analysis,element_present_current_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:12:03.244Z
WEB-CH-00113,UI/UX,Emotion Analysis,element_present_history_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:12:23.621Z
WEB-CH-00114,UI/UX,Emotion Analysis,element_present_trends_tab,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:12:43.993Z
WEB-CH-00115,UI/UX,Emotion Analysis,element_present_emotion_detection_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:13:04.368Z
WEB-CH-00116,UI/UX,Emotion Analysis,element_present_refresh_data_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:13:24.740Z
WEB-CH-00117,UI/UX,Emotion Analysis,element_present_log_happy_emotion_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:13:45.112Z
WEB-CH-00118,UI/UX,Activity Tracker,element_present_header_open_menu_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:14:05.625Z
WEB-CH-00119,UI/UX,Activity Tracker,element_present_header_notifications_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:14:25.985Z
WEB-CH-00120,UI/UX,Activity Tracker,element_present_refresh_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:14:46.349Z
WEB-CH-00121,UI/UX,Activity Tracker,element_present_log_activity_button,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:15:06.721Z
WEB-CH-00122,UI/UX,Activity Tracker,element_present_todays_progress_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:15:27.092Z
WEB-CH-00123,UI/UX,Activity Tracker,element_present_activity_summary_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:15:47.465Z
WEB-CH-00124,UI/UX,Activity Tracker,element_present_activity_heatmap_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:16:07.843Z
WEB-CH-00125,UI/UX,Activity Tracker,element_present_activity_log_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:16:28.213Z
WEB-CH-00126,Functional,Phone Usage,page_loads_with_content,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,287 chars rendered,2026-07-27T22:16:28.784Z
WEB-CH-00127,Functional,Emotion Analysis,page_loads_with_content,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,287 chars rendered,2026-07-27T22:16:29.339Z
WEB-CH-00128,Functional,Activity Tracker,page_loads_with_content,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,287 chars rendered,2026-07-27T22:16:29.895Z
WEB-CH-00129,Functional,Sleep Tracker,tab_switching_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:16:50.315Z
WEB-CH-00130,Functional,Sleep Tracker,log_sleep_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:17:10.745Z
WEB-CH-00131,Functional,Recommendations,category_filters_clickable,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:17:31.172Z
WEB-CH-00132,Functional,Analytics,range_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:17:51.592Z
WEB-CH-00133,E2E,Wellness Chat,send_message_gets_real_reply,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:18:12.010Z
WEB-CH-00134,Functional,Profile,tab_switching_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:18:32.437Z
WEB-CH-00135,Functional,Phone Usage,log_usage_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:18:52.862Z
WEB-CH-00136,Functional,Activity Tracker,log_activity_modal_open_cancel,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:19:13.277Z
WEB-CH-00137,Functional,Emotion Analysis,tab_switching_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:19:33.699Z
WEB-CH-00138,UI/UX,Sidebar,mobile_menu_open_close,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:19:54.160Z
WEB-CH-00139,UI/UX,Sidebar,collapse_expand_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:20:14.590Z
WEB-CH-00140,Functional,Header,notifications_dropdown_mark_all_read,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:20:34.996Z
WEB-CH-00141,Functional,Profile,edit_cancel_toggle_works,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:20:55.418Z
WEB-CH-00142,UI/UX,Profile,notifications_tab_shows_settings_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:21:15.826Z
WEB-CH-00143,UI/UX,Profile,privacy_tab_shows_data_privacy_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:21:36.385Z
WEB-CH-00144,UI/UX,Sleep Tracker,calendar_tab_shows_heading,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:21:56.799Z
WEB-CH-00145,Functional,Analytics,export_modal_open_close,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:22:17.217Z
WEB-CH-00146,E2E,Wellness Chat,starter_prompt_click_sends_message,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Fail,Element not found / timed out: TimeoutException,2026-07-27T22:22:37.634Z
WEB-CH-00147,Compatibility,Dashboard,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:38.117Z
WEB-CH-00148,Compatibility,Dashboard,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:38.549Z
WEB-CH-00149,Compatibility,Dashboard,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:38.983Z
WEB-CH-00150,Compatibility,Dashboard,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:39.418Z
WEB-CH-00151,Compatibility,Dashboard,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-27T22:22:39.851Z
WEB-CH-00152,Compatibility,Sleep Tracker,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:40.323Z
WEB-CH-00153,Compatibility,Sleep Tracker,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:40.756Z
WEB-CH-00154,Compatibility,Sleep Tracker,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:41.191Z
WEB-CH-00155,Compatibility,Sleep Tracker,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:41.623Z
WEB-CH-00156,Compatibility,Sleep Tracker,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-27T22:22:42.060Z
WEB-CH-00157,Compatibility,Phone Usage,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:42.534Z
WEB-CH-00158,Compatibility,Phone Usage,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:42.966Z
WEB-CH-00159,Compatibility,Phone Usage,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:43.401Z
WEB-CH-00160,Compatibility,Phone Usage,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:43.833Z
WEB-CH-00161,Compatibility,Phone Usage,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-27T22:22:44.270Z
WEB-CH-00162,Compatibility,Emotion Analysis,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:44.748Z
WEB-CH-00163,Compatibility,Emotion Analysis,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:45.181Z
WEB-CH-00164,Compatibility,Emotion Analysis,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:45.615Z
WEB-CH-00165,Compatibility,Emotion Analysis,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:46.048Z
WEB-CH-00166,Compatibility,Emotion Analysis,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-27T22:22:46.481Z
WEB-CH-00167,Compatibility,Activity Tracker,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:46.965Z
WEB-CH-00168,Compatibility,Activity Tracker,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:47.398Z
WEB-CH-00169,Compatibility,Activity Tracker,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:47.831Z
WEB-CH-00170,Compatibility,Activity Tracker,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:48.268Z
WEB-CH-00171,Compatibility,Activity Tracker,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-27T22:22:48.701Z
WEB-CH-00172,Compatibility,Recommendations,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:49.183Z
WEB-CH-00173,Compatibility,Recommendations,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:49.615Z
WEB-CH-00174,Compatibility,Recommendations,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:50.048Z
WEB-CH-00175,Compatibility,Recommendations,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:50.481Z
WEB-CH-00176,Compatibility,Recommendations,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-27T22:22:50.914Z
WEB-CH-00177,Compatibility,Analytics,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:51.392Z
WEB-CH-00178,Compatibility,Analytics,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:51.828Z
WEB-CH-00179,Compatibility,Analytics,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:52.263Z
WEB-CH-00180,Compatibility,Analytics,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:52.696Z
WEB-CH-00181,Compatibility,Analytics,responsive_desktop-large_1920x1080,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1920x1080 (desktop-large),2026-07-27T22:22:53.133Z
WEB-CH-00182,Compatibility,Wellness Chat,responsive_mobile-small_320x568,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 320x568 (mobile-small),2026-07-27T22:22:53.606Z
WEB-CH-00183,Compatibility,Wellness Chat,responsive_mobile_375x812,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 375x812 (mobile),2026-07-27T22:22:54.041Z
WEB-CH-00184,Compatibility,Wellness Chat,responsive_tablet_768x1024,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 768x1024 (tablet),2026-07-27T22:22:54.478Z
WEB-CH-00185,Compatibility,Wellness Chat,responsive_desktop_1440x900,UI,Web (React/Vite @ 127.0.0.1:3000) — chrome real browser engine,Pass,Renders content at 1440x900 (desktop),2026-07-27T22:22:54.912Z
